#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
76,Tue Mar 15 13:49:19 EDT 2022,28,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce , ,42,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
77,Tue Mar 15 13:51:21 EDT 2022,32,4,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce+ DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,43,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
78,Tue Mar 15 13:51:43 EDT 2022,32,0,DistributedPartitionedReduce,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3ConfigurationProvided A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,43,1,true,ClientSumPartitionReduce ClientTokenCountPartition3Reduce ,DistributedSumResult , ,ClientSumPartitionReduce-(0.0/10.0) ClientTokenCountPartition3Reduce-(30.0/30.0) , ,
79,Tue Mar 15 13:57:35 EDT 2022,32,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided+ A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,44,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
80,Tue Mar 15 13:57:44 EDT 2022,32,0,A3ConfigurationProvided,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,44,1,false, , , ,A3ConfigurationProvided-(9.6/10.0) , ,
81,Tue Mar 15 14:02:52 EDT 2022,14,-18,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartition3Reduce ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce- ClientTokenCountQuit- DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce- DistributedTokenCountQuit- DistributedTokenCountResult- , ,45,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
82,Tue Mar 15 14:03:01 EDT 2022,14,0,A3ConfigurationProvided,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartition3Reduce ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,45,1,false, , , ,A3ConfigurationProvided-(9.6/10.0) , ,
83,Tue Mar 15 14:04:14 EDT 2022,14,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartition3Reduce ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , ,46,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(0.0/15.0) ClientTokenCountQuit-(0.0/15.0) DistributedTokenCountPartialReduce-(0.0/15.0) DistributedTokenCountQuit-(0.0/15.0) DistributedTokenCountResult-(0.0/15.0) , ,
84,Tue Mar 15 14:05:54 EDT 2022,32,18,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce+ ClientTokenCountPartition3Reduce ClientTokenCountQuit+ DistributedTokenCountPartialReduce+ DistributedTokenCountQuit+ DistributedTokenCountResult+ ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,47,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
85,Tue Mar 15 14:07:40 EDT 2022,32,0,A3ConfigurationProvided,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,47,1,false, , , ,A3ConfigurationProvided-(9.6/10.0) , ,
86,Tue Mar 15 14:16:50 EDT 2022,32,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,48,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
87,Tue Mar 15 14:17:43 EDT 2022,32,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,48,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(0.0/5.0) ClientSumQuit-(0.0/5.0) DistributedSumPartialReduce-(0.0/5.0) DistributedSumQuit-(0.0/5.0) DistributedSumResult-(0.0/5.0) , ,
88,Tue Mar 15 14:18:00 EDT 2022,32,0,DistributedSumResult,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,48,2,false, , , ,DistributedSumResult-(0.0/5.0) , ,
89,Tue Mar 15 14:18:05 EDT 2022,32,0,DistributedSumQuit,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,48,3,false, , , ,DistributedSumQuit-(0.0/5.0) , ,
90,Tue Mar 15 14:30:39 EDT 2022,32,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,49,0,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
91,Tue Mar 15 14:31:31 EDT 2022,32,0,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,49,1,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , , ,ClientSumPartialReduce-(0.0/5.0) ClientSumQuit-(0.0/5.0) DistributedSumPartialReduce-(0.0/5.0) DistributedSumQuit-(0.0/5.0) DistributedSumResult-(0.0/5.0) , ,
92,Tue Mar 15 14:31:38 EDT 2022,32,0,DistributedSumResult,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartialReduce ClientSumPartitionReduce ClientSumQuit DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult DistributedSumPartialReduce DistributedSumQuit DistributedSumResult , ,49,2,false, , , ,DistributedSumResult-(0.0/5.0) , ,
93,Tue Mar 15 15:00:15 EDT 2022,50,18,BasicDistributedSum,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientSumPartialReduce+ ClientSumQuit+ ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce+ DistributedSumQuit+ DistributedSumResult+ DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,0,true,ClientSumPartialReduce ClientSumQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult ,A3ConfigurationProvided , ,ClientSumPartialReduce-(5.0/5.0) ClientSumQuit-(5.0/5.0) DistributedSumPartialReduce-(5.0/5.0) DistributedSumQuit-(5.0/5.0) DistributedSumResult-(5.0/5.0) , ,
94,Tue Mar 15 15:01:08 EDT 2022,50,0,BasicDistributedCounts,A3AccessModifiersMatched A3ExpectedInterfaces A3SpuriousCalls ClientSumPartialReduce ClientSumQuit ClientTokenCountPartialReduce ClientTokenCountPartition3Reduce ClientTokenCountQuit DistributedSumPartialReduce DistributedSumQuit DistributedSumResult DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult ,A3ConfigurationProvided A3ExpectedCalls A3ExpectedSignatures A3InterfaceAsType A3MnemonicNames A3NamedConstants A3PublicMethodsOverride ,A3NoCheckstyleWarnings ClientFacebookMapReducePartialReduce ClientFacebookMapReduceQuit ClientSumPartitionReduce DistributedFacebookMapReducePartialReduce DistributedFacebookMapReduceQuit DistributedFacebookMapReduceResult , ,50,1,true,ClientTokenCountPartialReduce ClientTokenCountQuit DistributedTokenCountPartialReduce DistributedTokenCountQuit DistributedTokenCountResult , , ,ClientTokenCountPartialReduce-(15.0/15.0) ClientTokenCountQuit-(15.0/15.0) DistributedTokenCountPartialReduce-(15.0/15.0) DistributedTokenCountQuit-(15.0/15.0) DistributedTokenCountResult-(15.0/15.0) , ,
